index,arousal_label,valence_label,subject_id,clip_id,dataset,logistics_noisy,ECG_1,ECG_2,ECG_3,ECG_4,ECG_5,ECG_6,ECG_7,ECG_8,ECG_9,ECG_10,ECG_11,ECG_12,ECG_13,ECG_14,GSR_1,GSR_2,GSR_3,GSR_4,GSR_5,GSR_6,GSR_7,GSR_8,GSR_9,GSR_10,GSR_11,GSR_12,GSR_13,GSR_14,GSR_15,GSR_16,GSR_17,GSR_18,GSR_19,GSR_20,GSR_21,GSR_22,GSR_23,GSR_24,GSR_25,GSR_26,GSR_27,GSR_28,GSR_29,GSR_30,GSR_31,EEG_1,EEG_2,EEG_3,EEG_4,EEG_5,EEG_6,EEG_7,EEG_8,EEG_9,EEG_10,EEG_11,EEG_12,EEG_13,EEG_14,EEG_15,EEG_16,EEG_17,EEG_18,EEG_19,EEG_20,EEG_21,EEG_22,EEG_23,EEG_24,EEG_25,EEG_26,EEG_27,EEG_28,EEG_29,EEG_30,EEG_31,EEG_32,EEG_33,EEG_34,EEG_35,EEG_36,EEG_37,EEG_38,EEG_39,EEG_40,EEG_41,EEG_42,EEG_43,EEG_44,EEG_45,EEG_46,EEG_47,EEG_48,EEG_49,EEG_50,EEG_51,EEG_52,EEG_53,EEG_54,EEG_55,EEG_56,EEG_57,EEG_58,EEG_59,EEG_60,EEG_61,EEG_62,EEG_63,EEG_64,EEG_65,EEG_66,EEG_67,EEG_68,EEG_69,EEG_70,EEG_71,EEG_72,EEG_73,EEG_74,EEG_75,EEG_76,EEG_77,EEG_78,EEG_79,EEG_80,EEG_81,EEG_82,EEG_83,EEG_84,EEG_85,EEG_86,EEG_87,EEG_88,logistics_cv_fold
424,1,0,22,27,Train,False,-0.467587164,-0.340816523,-0.41530672,-0.539078002,-0.295330854,-0.41530672,-0.42540779100000004,-0.464598325,-0.675668145,-0.623115602,-0.566914915,-0.72290358,-0.222017246,-0.18709006600000003,-0.19075515199999998,0.034377217,-1.0,1.0,0.18309066699999998,-0.983694395,-0.039872611,-0.20618072699999998,-0.910363907,-0.667755924,-0.613492988,-0.286586331,-0.9883453170000001,-0.036348621,-1.0,-0.758573975,0.267261242,-0.780311138,-0.8407320340000001,-0.746721017,-0.85383247,-0.8230261170000001,-0.80994426,-0.760141244,-0.834021748,-0.8227086229999999,-0.815749773,-0.429197538,-0.501915935,-0.428571429,-0.465401016,-0.852151487,-0.57822122,0.704631175,1.0,-0.699801363,-0.820948882,-0.622231433,0.348535111,1.0,0.0,1.0,0.8275293309999999,0.010453846,0.9509023999999999,1.0,-0.690320495,0.8227303140000001,-0.642789707,0.216380028,0.18079949899999997,0.34076193,0.195427066,-0.119521121,-0.508143595,-0.14913093300000002,-1.0,-0.63621585,1.0,0.806122569,0.1858558,0.237397785,-0.6476804979999999,0.950654151,-0.64049683,-0.27115648,0.046977232,-0.770041832,0.025094303,-0.330101821,-0.342138651,-0.056418555999999995,-0.547884678,0.5578649,0.216336405,-0.95354138,-0.87453569,-0.916252007,-1.0,0.509113391,0.92542863,-0.22786473399999999,-0.028485845,0.34964180100000003,0.5498746870000001,0.646541002,-1.0,-1.0,-0.035950346,-0.586081219,1.0,-0.450834798,-0.689019499,0.638402545,-0.034401046,1.0,0.276541603,-0.5835717189999999,-0.7669429870000001,0.31265369600000004,0.8760175729999999,-0.7766022640000001,0.103118265,0.40596500700000004,-0.9170169020000001,-0.270574023,-0.7739995409999999,-0.044766148,-1.0,-1.0,0.017124864,-0.40782854,0.568294995,-0.026435077,0.06615525400000001,-1.0,1.0,-0.16038411,1.0,775
425,0,0,22,28,Test,False,-0.37335531299999997,-0.510609989,-0.486741582,-0.557842417,-0.325403027,-0.486741582,-0.312354336,-0.581727368,-0.13235503199999998,-0.348712935,-0.588136444,-0.487988153,-0.0684273,-0.33619957799999994,-0.063156516,0.96690094,-0.631802757,1.0,-1.0,-0.660761515,1.0,0.15693293,0.16877948,0.116647625,0.434498724,0.487762941,-0.664060881,-0.970893927,-0.635785485,-0.16456874,1.0,0.27843013899999997,0.532323463,0.489411329,0.47479538,0.49289175700000004,0.492525418,0.511692147,0.484562106,0.49397050600000003,0.492443075,0.122627868,-0.018284454,-0.428571429,-0.146799033,-0.49539690399999997,-0.618419382,-0.04634037,0.296770519,-0.548765098,-1.0,-0.596825191,0.5184206960000001,0.409891525,0.0,0.470254844,-0.945641023,0.121585216,0.81158866,-0.021410682,-0.510815005,1.0,0.43454075799999997,-0.8506995629999999,-0.749026497,-0.374640543,-1.0,-0.35388193,-0.057519682,-0.9271399509999999,0.231454639,-1.0,0.071126367,0.27793343600000003,0.09473583599999999,0.237397785,-0.249696809,-0.804399667,-0.349434532,-0.7521613779999999,0.303413661,0.044685794,-0.139159318,-0.030063376,0.241769505,-0.767292357,0.46359472700000004,-0.38864131799999996,-0.382749024,-0.510608913,-0.71942541,0.9428125940000001,0.802050136,-0.695847022,-0.834819498,0.24398617600000003,-1.0,0.34964180100000003,-0.355395333,1.0,-1.0,-0.46085341799999996,1.0,1.0,-1.0,-0.089961334,1.0,-0.843649972,1.0,-1.0,0.276541603,-0.49960807100000004,-0.720348047,0.513621735,0.5441795970000001,-0.28052173,-0.458036945,0.53145591,-0.8684754379999999,0.242092547,-0.755282325,0.492427629,-0.6123833670000001,-0.9803224309999999,-1.0,-0.45380004700000004,0.136408572,-0.003410978,0.28115465100000003,-1.0,1.0,-1.0,1.0,-1
426,0,0,22,29,Test,False,-0.568343551,-0.557503007,-0.615769243,-0.600443584,-0.5867213000000001,-0.615769243,-0.376143834,-0.43084507899999996,-0.365151035,-0.396552905,-0.6739092440000001,-0.27555798800000003,-0.6748190140000001,-0.390649166,1.0,1.0,1.0,-0.884443854,-1.0,1.0,1.0,0.055797247,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.428571429,0.606684552,1.0,0.562358104,0.964005825,-0.22534545600000003,-0.45814333799999996,-0.181556003,-0.45030560399999997,-0.258199124,0.592065536,0.0,0.470254844,-0.308330855,1.0,1.0,1.0,-0.929661148,-1.0,1.0,0.904053543,0.18079949899999997,-0.734582347,0.195427066,-0.003519661,-0.672229885,0.035185916,-0.7702106129999999,-0.575139129,0.960962623,1.0,-1.0,1.0,-1.0,0.073127242,-0.537367494,-0.9114549940000001,-0.391121515,-0.30922477600000003,0.318404342,0.687885761,0.151180506,-0.437243806,-0.042144975,-0.348231079,0.216336405,-0.812745493,-0.856892138,-0.980060908,-0.25796996699999997,-0.505590115,0.448073205,0.117493601,-0.471311253,0.34964180100000003,-0.1479071,0.017474081000000002,0.7339889559999999,-0.5150631960000001,-1.0,0.80095528,-0.22069240399999998,-0.26577148300000003,-0.887106368,-0.10475923599999999,1.0,0.822162637,1.0,-0.441659729,-0.6100046339999999,-0.491969355,-0.837908002,1.0,0.811037145,0.309193232,-0.44925370200000003,0.754759118,-0.288983689,0.492427629,-0.70426775,-1.0,-1.0,-0.6971761870000001,-0.695372688,0.7487095970000001,-0.30206303,-0.273026256,1.0,1.0,1.0,-1
427,1,0,22,30,Test,False,-0.330320222,-0.501026076,-0.45809044200000004,-0.32366072100000004,-0.23530433399999998,-0.45809044200000004,-0.507108885,-0.13439083699999999,-0.731020578,-0.975976492,-0.560342597,-0.066756152,-0.064363826,-0.637610919,0.586931465,0.41981479299999996,1.0,-0.495793675,0.753413775,0.605200835,-1.0,0.933118835,1.0,1.0,1.0,0.667414441,0.599509471,-0.423686705,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.9810229429999999,1.0,-1.0,1.0,-0.603579558,-0.9857427540000001,1.0,1.0,-1.0,-1.0,-0.627100808,1.0,0.409891525,0.0,0.470254844,0.841757678,-0.057622887000000005,0.5798036560000001,-0.209115434,0.5063827710000001,-1.0,0.125891377,-0.566145005,-0.749026497,-0.051607207999999995,0.195427066,-0.256518342,-1.0,0.064839595,0.485718914,-1.0,-0.382871722,-0.835359759,0.485249969,0.237397785,0.29443633,0.950654151,-0.257709665,0.718253789,0.614871478,0.0068813469999999995,-0.268215735,-1.0,-0.222615308,1.0,-0.547884678,1.0,-0.382749024,0.215841885,0.8887033790000001,0.340755459,-0.440320485,0.22372803,-0.655811214,-0.187197718,1.0,-0.909068682,0.898754188,-0.61159284,-0.555407064,-0.154662259,0.735979202,0.18453192699999998,-1.0,-0.108467665,-0.939351532,1.0,-1.0,1.0,-0.89469342,-0.41458453100000003,-0.424707007,0.333383318,-0.057575994000000005,-0.493127673,-0.121343819,0.141892988,0.424492652,-0.270574023,1.0,-0.044766148,-0.406376189,-0.124895739,0.162454903,-0.169527664,-0.8073432420000001,0.564516803,-0.013379954,1.0,-0.442843325,0.070921781,-0.8890106259999999,-1
428,0,1,22,31,Test,False,-0.527524301,-0.373475961,-0.36149806700000003,-0.43220996799999994,-0.442811752,-0.36149806700000003,-0.407942925,-0.406427018,-0.548787365,-0.310833117,-0.54224067,-0.313319493,0.027630755,-0.685631104,0.50130806,0.371765895,-0.503590105,0.5544622339999999,-0.889544276,-0.613478073,0.677834389,0.500550552,0.19314294399999998,0.15081453,-0.17574625,0.44843988799999995,-0.619795299,-0.375650504,-0.5132410829999999,-0.081433827,0.267261242,0.307550563,-0.22199266899999998,0.09972260699999999,0.22683874,0.302807061,0.24955551899999998,0.07388808,0.23502982,0.304633324,0.246847294,0.674453273,-0.259802566,-1.0,-0.383326144,-1.0,-0.9421589,-1.0,-0.22836887399999997,0.417867001,-0.34732452700000005,-0.104143795,-0.7193171429999999,-0.136630508,0.0,-0.100391484,0.8828454809999999,0.9582235509999999,-1.0,-0.631548161,1.0,0.078456241,0.256550864,0.583929665,0.18079949899999997,-0.16494268,-0.809626416,0.743557535,1.0,-0.843273853,-0.069055962,0.687113119,-1.0,0.41907406700000005,-0.673275292,-0.539540421,-0.302242049,-0.804399667,-0.409185717,-0.7170295179999999,-0.044422577000000005,-0.5170158570000001,0.318404342,0.152102823,0.11170495300000001,1.0,-0.042144975,-0.18065597,0.216336405,-0.506990068,-0.927394237,-1.0,-0.397602723,0.382275453,0.10994644599999999,0.031052519,-0.471311253,0.34964180100000003,0.068590257,0.017474081000000002,-1.0,-1.0,-0.064012502,-0.794238474,0.980561461,1.0,0.106485489,0.552981651,-1.0,-0.03232671,-0.89469342,-0.39370465600000004,-0.453799881,-0.8836955409999999,-0.988607107,1.0,1.0,0.48072130399999996,-0.9170169020000001,0.754759118,-0.733323948,1.0,-1.0,-1.0,0.204830133,0.364423073,-1.0,0.23450471399999998,0.016205361,0.160431399,-0.442843325,0.045483205,-0.208066317,-1
429,1,1,22,32,Test,False,-0.504151088,-0.582735944,-0.557117151,-0.593739647,-0.574338652,-0.557117151,-0.543678699,-0.5268232,-0.460632639,-0.704667952,-0.451273785,-0.109879931,-0.301021854,-1.0,-1.0,0.398402706,-1.0,1.0,-0.745749012,-1.0,1.0,-0.580870156,-1.0,-1.0,-0.795706316,-0.41876275799999996,-1.0,-0.401871475,-1.0,-0.7583485109999999,1.0,-1.0,-0.937249897,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.429197538,-0.589775901,1.0,-0.530160838,-0.446607542,0.16429570000000002,0.791953617,-0.23973646,-0.156070808,-0.039468696,-0.12176251699999999,-0.84066399,-0.8653265529999999,0.0,-1.0,0.147299232,-0.737182129,-0.485786569,-0.966088625,0.00775641,0.67005871,-0.619359364,-0.068174529,-0.749026497,0.572694054,0.195427066,0.88701499,-0.83885586,1.0,1.0,-0.412267871,-0.855029735,-0.598804595,1.0,-0.539540421,0.225578795,0.073127242,0.030684225,-0.59130743,-0.626635866,-0.676080428,0.5999819789999999,0.8807676190000001,-0.17485636300000001,0.629066896,-0.042144975,0.149449696,-0.382749024,-0.523903699,-0.585564089,-1.0,-1.0,0.746934525,1.0,0.174268182,-0.6422263229999999,0.978997042,-0.265118239,1.0,0.120522807,0.766407818,-0.368538177,-0.8362929240000001,0.266945304,0.881621071,-0.52471086,0.271092699,0.584817779,0.517556485,0.276541603,-0.418296677,-0.565706388,-0.928592924,-0.8100346540000001,-0.191935921,1.0,0.14757848099999998,-0.281565008,0.242092547,0.401354869,-0.044766148,-1.0,-1.0,-0.23646554399999997,-0.418366256,-0.21549888399999997,0.23450471399999998,-0.24287789,-0.243738576,0.28180938899999997,0.409435005,-0.208066317,-1
430,1,0,22,33,Test,False,-0.342394149,-0.419972804,-0.39069442600000004,-0.440037842,-0.403233711,-0.39069442600000004,-0.518197376,-1.0,-0.37530950399999996,-0.19444667,-0.417957106,-0.507505012,-0.565758189,-0.7644125279999999,0.729158203,1.0,1.0,-0.347167392,-1.0,1.0,-0.039872611,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.267261242,1.0,0.814707469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,0.243945243,1.0,-0.289926575,-1.0,0.6595250260000001,1.0,0.39353966799999995,0.154380155,-0.8653265529999999,0.0,-0.8612532540000001,-1.0,-0.340265799,0.451755495,0.372588552,-0.371199624,0.212043895,-1.0,1.0,1.0,1.0,1.0,-0.822531661,0.305454617,-0.331116891,-0.895988893,1.0,1.0,-1.0,1.0,-1.0,1.0,-0.804399667,0.137690589,-0.612390876,-0.305802867,-0.6200976539999999,0.9284892229999999,0.46285692700000003,-0.184227337,0.002820928,0.46359472700000004,0.079927574,0.216336405,-0.062482447,-0.254758469,0.5567469589999999,0.408413211,0.049325865,0.328734349,0.009641436,-0.18386318100000001,-0.279713441,0.051382055,0.017474081000000002,1.0,-0.107495635,-0.33945723299999997,-0.404924355,0.552391767,0.409709617,0.108984872,-0.595929378,1.0,-0.009477669000000001,0.862159114,0.10198419800000001,0.11059682,-0.241000409,-0.6572897329999999,1.0,0.569308747,-0.13274793199999999,0.062638101,-0.270574023,-0.014873674,-0.044766148,1.0,0.562563571,-0.7792604209999999,-0.528514852,0.328358094,0.48776980600000003,0.593547331,-0.8880675240000001,0.28180938899999997,-0.25625964100000004,-0.208066317,-1
431,0,0,22,34,Test,False,-0.621823562,-0.555151628,-0.576661045,-0.443450575,-0.512121195,-0.576661045,-0.36827635200000003,-0.476796545,-0.30505287,-0.630799805,-0.393835394,-0.6105570229999999,-0.31796963899999997,-0.43646245899999997,-0.556577185,0.673703134,0.194489035,0.177574581,-0.7787830590000001,-0.602996632,-0.039872611,1.0,0.659733325,0.714296268,0.458774941,1.0,-0.599463953,-0.680571991,0.21681179399999997,0.10377562300000001,0.267261242,0.39798623899999996,0.142550431,0.557721401,0.32948232899999996,0.20815599399999998,0.293558457,0.569895288,0.321951745,0.207506668,0.300372656,-0.429197538,-0.194105976,1.0,0.087269205,0.023349642,-0.03573198,1.0,0.44795644799999995,-1.0,-0.891992536,-0.35108215299999995,0.324265741,-1.0,0.0,-1.0,0.269863849,0.614159514,-0.9105139529999999,-0.16995639999999998,0.00775641,0.02120439,-0.6134145320000001,-0.35272908700000005,0.18079949899999997,0.555723341,0.195427066,0.8284655240000001,1.0,-0.24610473,-0.734211836,-0.269755521,1.0,-1.0,1.0,1.0,1.0,0.950654151,-0.5038868129999999,-0.159547664,1.0,1.0,-0.796173805,-1.0,0.7419072590000001,-0.792680707,-0.547884678,-0.867963897,-0.9818344529999999,-0.467756115,-0.393607375,0.48460282,0.388486646,-0.664137538,-0.049172029000000006,0.6763439729999999,-0.805372526,0.34964180100000003,-1.0,0.017474081000000002,0.47899891,0.127656504,-1.0,-0.25737571,0.30262611100000003,0.07659565,1.0,-0.19872221899999998,-0.034401046,-0.930527131,-0.309075909,-0.570184272,-0.749840011,-0.67477414,-0.64485822,0.481316232,0.534776119,0.328598428,-0.8243468340000001,0.754759118,-0.487733319,0.492427629,-0.146393843,-0.489833432,-1.0,-0.8170613259999999,0.440328648,0.587540902,-0.7610316979999999,0.5411712320000001,0.28180938899999997,0.8262202609999999,0.472877992,-1
432,0,1,22,35,Test,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-0.100814368,-0.274061155,0.003934121,-0.385289262,-0.9101266659999999,1.0,-0.686270596,-0.498792112,0.6750397659999999,1.0,0.848233783,-0.9063177459999999,0.107337415,-0.246031661,0.8323800290000001,1.0,-0.89129484,1.0,-0.593648815,-0.593222062,-0.574309328,-0.6148647079999999,-0.650257134,-0.611268912,-0.577536896,-0.619402559,1.0,0.160923046,0.428571429,-0.364642226,1.0,1.0,0.440500404,-1.0,0.47828150700000005,1.0,-0.6143569010000001,-1.0,0.22771751399999998,0.0,0.08982395900000001,-0.249279983,1.0,1.0,1.0,-1.0,-1.0,-0.041199016,0.370513747,1.0,0.020097713,0.195427066,-1.0,-0.70364469,-0.121692206,-0.36145982299999996,-0.9415994590000001,1.0,0.775853564,-0.543103914,1.0,-0.809164587,0.950654151,0.5873692429999999,1.0,0.351468933,-0.502726866,1.0,-0.51226802,0.865242782,1.0,-0.042144975,-0.400737145,0.216336405,0.557418946,1.0,-0.06766451799999999,-0.776980841,1.0,0.935373535,0.601428586,1.0,-1.0,-0.341677116,-1.0,0.32414444,-0.00976639,0.09357735699999999,0.36386004200000005,-0.8986277540000001,-0.238011986,0.951336882,-0.813752659,1.0,-0.5466070160000001,1.0,0.432102754,0.7871902559999999,0.683081818,0.610175033,-1.0,-0.104077505,1.0,0.7598700409999999,-0.783240594,-0.409840008,-0.581959925,1.0,0.800716146,0.36305985,0.486977889,-1.0,0.395673409,0.43093540799999996,-0.161733074,0.28180938899999997,-0.22008203399999998,0.472877992,-1
433,0,0,24,0,Train,False,1.0,0.7187060040000001,0.883768854,1.0,1.0,0.883768854,0.629493296,-0.106994472,0.612615814,-0.196802248,-0.940762303,0.286851497,0.435846852,1.0,1.0,0.84678092,0.881260853,-0.498582268,-0.289999482,1.0,-0.196116135,0.874572311,1.0,1.0,0.7900684029999999,0.883820662,-0.332877565,-0.577749273,-0.594451136,-0.608211456,0.277526586,0.5180348889999999,-0.31854593800000003,-0.257121133,0.274701745,0.418610516,0.272661237,-0.254990761,0.276108678,0.42046920299999996,0.27510003,-1.0,-0.17316756,-0.544988351,-0.217502532,0.06935156,0.324981927,0.397235251,-0.15522290800000002,-0.553494692,0.006405208000000001,0.438632759,-1.0,1.0,-0.41507439799999996,1.0,-0.547792242,-0.147605274,-0.258618556,0.888438169,-0.31912731699999997,-1.0,-0.979889922,0.9461736470000001,0.30548094600000003,1.0,0.20272121399999998,0.40372307399999996,0.230640743,-0.614373403,-0.744514375,-0.8469994359999999,0.259131002,1.0,-1.0,-0.479110905,-0.8393945979999999,-0.56225353,0.181543646,-0.18561224,-0.25154708600000003,-0.177603222,0.197351169,-0.8171802890000001,-0.516491337,-0.068598877,0.612876035,-0.35092205200000004,0.9284996059999999,0.30809549199999997,0.114568854,0.054315797,-0.21451869199999998,-0.036975972,0.615221027,-1.0,0.36137529999999995,-0.2393965,-0.174949313,0.487855224,0.201038639,1.0,0.79207654,-0.304074142,0.31966505300000003,-0.904968414,1.0,-1.0,1.0,-0.732829449,1.0,0.199500053,-0.058146079,0.757187244,0.216275377,-0.8027523540000001,-0.46150195899999996,-0.34130846200000003,-0.323537822,0.7324863909999999,-0.167639348,1.0,0.339988045,0.815239295,0.071860609,-0.183333105,-0.051318009000000005,0.7700908409999999,-1.0,0.504124763,0.11041778699999999,0.39404168,0.39223227,379
434,0,1,24,1,Train,False,-0.320739748,-0.239355752,-0.37555085899999996,-0.42941009999999996,-0.056142709000000006,-0.37555085899999996,-1.0,-0.655812935,0.611130985,-0.41926114600000003,-0.716498416,0.0043089190000000005,0.038157788,0.61959965,1.0,-0.113520426,-0.575256731,0.46150078200000005,-0.48691781700000003,-1.0,-0.196116135,1.0,-0.26472898,-0.365210315,-0.08339595799999999,0.055588596,-1.0,-0.28140764,-1.0,-0.89857601,0.277526586,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.650629744,-0.979074698,-0.544988351,-0.38405565700000005,-0.54219827,1.0,-0.273829434,-0.558335044,0.05271378,-0.137711978,-0.48163584,1.0,0.027292267000000002,0.128520728,0.03222455,-0.331628005,1.0,1.0,0.834786577,0.863520975,-1.0,-0.6630661729999999,-1.0,-1.0,0.567602353,-1.0,-0.139644028,-0.629783063,0.615288305,0.274915595,0.9362860190000001,-1.0,-1.0,0.397278165,0.535476894,1.0,-0.56225353,1.0,0.8142845320000001,-0.152034922,-0.330712125,1.0,0.8462304829999999,-0.180672783,0.49425524,0.079989118,-0.552379169,-0.22795729399999998,0.966518365,1.0,0.185179129,-0.231419373,1.0,0.083311385,-1.0,0.8393976409999999,-0.2393965,-0.33671072799999996,-0.515732666,1.0,1.0,0.570584991,-0.022396679,0.253189187,-0.551505633,-1.0,-0.8245595379999999,1.0,-0.079320883,1.0,0.195171662,0.703009102,1.0,1.0,-1.0,-1.0,1.0,-0.440622313,0.7324863909999999,-0.664632008,0.5488213000000001,0.26767916399999997,0.416222826,-0.112528,-0.182306766,-0.675807582,0.292426387,1.0,-0.247863136,0.678280689,-0.215843271,0.39223227,714
435,0,1,24,2,Train,False,-0.37764783700000004,-0.044074785,-0.354974691,-1.0,-0.671326825,-0.354974691,0.349881468,0.9172702540000001,0.686961833,0.48271141,0.309766272,0.369842911,0.291850897,0.023279131,-0.883690442,0.13445120000000002,-0.449941135,0.296399432,-1.0,-0.452232185,0.686406473,0.834424376,0.143304643,0.115827716,0.481412819,0.744080808,0.26250942899999996,-0.077238015,0.502556614,0.938053479,0.277526586,0.880047522,1.0,1.0,1.0,0.89529372,0.975529807,1.0,0.995066135,0.8977696190000001,0.979771686,-1.0,0.381936195,0.9642101590000001,-0.212272834,-0.35218670399999996,-0.390433528,0.190944476,-0.132144752,-0.47442402100000003,-0.080065103,-0.00632031,-0.369610485,0.22379659300000002,-0.143042162,0.03222455,0.8429628109999999,0.532533842,-0.062739215,0.307282337,-0.150177561,-0.145992953,-1.0,0.300953417,1.0,1.0,1.0,-1.0,-1.0,0.19896246899999998,-0.628395162,-0.692888347,1.0,1.0,1.0,-0.479110905,-1.0,-0.56225353,-0.637161657,-0.45930051899999996,0.986147993,0.24784309,-0.310874276,-1.0,-0.341396605,0.092839901,0.612876035,0.123598233,-0.22795729399999998,-0.42392044,-0.36842396899999996,0.17552629600000003,-0.214886852,0.136253925,-0.068662798,0.08439507199999999,0.328179304,-0.2393965,-0.43669112299999996,-0.515732666,-0.54710493,-0.985970393,-0.243943088,-0.158131667,0.49693403,-0.38710433899999996,0.051506597,0.90305169,-0.5095101710000001,0.084917842,-0.862435438,-0.540768307,-0.427476729,0.09847189,-0.177383445,0.741033002,0.554290713,-0.129878465,-0.740969487,0.194333124,-0.14420234,-0.580182517,-0.536792311,-0.7334310340000001,0.465370392,-0.114812433,0.19587578,-0.19460403699999998,-0.244725575,0.25604628100000004,0.11041778699999999,1.0,0.39223227,27
436,0,0,24,3,Train,False,-1.0,-0.91025428,-0.5818232179999999,-0.323090524,-1.0,-0.5818232179999999,-0.829221228,0.778260177,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-0.401047773,0.142766933,0.972594552,0.466772635,-0.196116135,-1.0,-0.485796611,-0.24181691600000002,-0.254719732,-0.301917093,-0.6282600620000001,0.02827604,-1.0,-0.967059145,-0.63074224,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.07934509099999999,-0.8800040179999999,1.0,-0.489917494,1.0,1.0,0.878222352,-0.462358879,-0.553494692,0.064052083,-0.21152232,-0.369610485,-0.365716383,0.0147624,-0.35447004600000004,-0.309953566,-1.0,-0.03630855,-0.137412366,0.131405366,0.88279143,0.033095787,-0.236730107,-1.0,-0.098872578,-1.0,-0.623134883,-1.0,0.54256065,-0.437482154,-0.032412252999999995,-0.292438329,0.864378683,-0.837041987,0.535476894,-0.5975581179999999,1.0,1.0,1.0,-1.0,-0.04665677,-1.0,-0.6350550220000001,1.0,-1.0,-0.45289779799999996,-0.8269052370000001,-0.22795729399999998,1.0,1.0,-0.22954395,-0.24387410199999998,1.0,-0.097157958,0.940733382,-0.53491659,-0.692989869,-0.49173448299999994,-0.013938721000000001,1.0,1.0,-0.707628405,-0.387113961,1.0,-0.346004016,1.0,-1.0,0.901441072,-0.486803011,1.0,1.0,1.0,-0.425421393,-0.294857501,-0.16792473100000002,0.622661374,-0.6781859709999999,0.363697237,-0.34382014299999997,0.16646049400000001,-0.015680608999999998,0.923816289,1.0,-0.597241345,-0.223860189,-0.6367769839999999,0.620235326,0.33560635899999997,-0.127700122,0.11041778699999999,-0.197772511,0.39223227,807
437,1,1,24,4,Train,False,0.82878779,0.7713624720000001,0.9020137220000001,0.5494239470000001,0.766384872,0.9020137220000001,0.851756672,0.543153926,0.816546005,-1.0,-0.21828478199999998,-0.607895894,1.0,1.0,-0.9125719809999999,-0.28955612199999997,-0.069843685,-0.025437709,-0.013651901000000001,-0.571432077,0.686406473,-0.6581341629999999,0.240095823,0.406123255,0.540267835,0.43467123,0.18246957,0.47003673700000004,1.0,1.0,1.0,0.745210224,1.0,1.0,1.0,0.995435725,1.0,1.0,1.0,0.992017767,1.0,-1.0,1.0,-0.544988351,0.32772042100000004,0.586693975,-0.589166623,1.0,0.194088023,-0.05271378,-0.339476038,-0.449373549,0.47157199899999996,0.027292267000000002,0.139134944,0.225571847,0.059141360999999996,-1.0,-0.8822371440000001,0.410222915,0.18772195100000003,-0.638020267,-0.119762316,0.596679356,-0.5404662889999999,0.209805149,-0.608163641,-0.543084166,0.062459948,1.0,1.0,-0.692888347,-1.0,0.5342108760000001,1.0,-1.0,-0.240133292,-0.56225353,-0.6802923129999999,-0.663544163,-0.015999311000000002,-0.33033347,0.23970329,1.0,-0.125539982,0.489892029,0.079989118,1.0,0.9284996059999999,-0.24859502,0.460885704,0.071449005,-0.252435226,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,-0.32115526699999997,-0.614075178,-0.324488585,-0.86195741,1.0,0.887005684,-0.178630313,0.897940415,-0.979827252,0.12717125599999998,-0.862435438,-0.629010714,-0.699836658,-1.0,-0.282435676,-0.19678053199999998,0.8277733559999999,-0.148039668,0.200797075,0.194333124,1.0,-0.015680608999999998,-0.656402743,-0.883568535,0.02243172,-0.18383080100000002,-0.298511798,-0.166506128,0.24280897199999998,-0.654866897,1.0,-0.65592992,0.39223227,226
